Title	Description	Shareable Link	Video Count
Langhorne Slim & Oliver Wood LIVE @ Birchmere 1/22/25	Tour kickoff - select tracks from a front table. First set was Oliver, second set was Langhorne, they played together to finish. There were jacket jokes. Full set lists: https://www.setlist.fm/setlist/langhorne-slim/2025/the-birchmere-alexandria-va-4b5d7f26.html https://www.setlist.fm/setlist/oliver-wood/2025/the-birchmere-alexandria-va-535d7f25.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLnz-M5qfqM8y207uAcVXgf	12
Young Dubliners LIVE @ Pearl Street Wearhouse 1/10/25	the Feicin' Freezin' Tour @YoungDubliners Select tracks from the balcony supported by @LaUnicaIrishBand Full set lists: https://www.setlist.fm/setlist/the-young-dubliners/2025/pearl-street-warehouse-washington-dc-35d89df.html https://www.setlist.fm/setlist/la-unica/2025/pearl-street-warehouse-washington-dc-1b5d89d0.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJvW76f6a0oz1P_p7lysy58	11
Albert Castiglia Live @ JV's Restaurant - end of tour 12/22/24	select tracks from three Sunday night sets, including sit-ins from Bobby Thompson and Linwood Taylor full set list at https://www.setlist.fm/setlist/albert-castiglia/2024/jvs-restaurant-falls-church-va-535c87ad.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKBkLw_-ONXYf3x1LQ8XEPY	9
Ruf Records 30th Anniversary Tour LIVE @ Warner Theatre 11/20/24	Select tracks from stage left front row triple bill Ghalia Volt Canned Heat + Bernard Allison Samantha Fish + Mitch Ryder Set Lists https://www.setlist.fm/setlist/ghalia-volt/2024/warner-theatre-washington-dc-7b521e68.html https://www.setlist.fm/setlist/canned-heat/2024/warner-theatre-washington-dc-6b521e4e.html https://www.setlist.fm/setlist/samantha-fish/2024/warner-theatre-washington-dc-1352395d.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKgmK7pARDcQrZ9p3FoNcCe	13
Wood Brothers LIVE @ Strathmore Music Hall 11/16/24	Selected tracks from the orchestra tier (not front row). Lindsay Lou supporting Full set lists: https://www.setlist.fm/setlist/the-wood-brothers/2024/the-music-center-at-strathmore-north-bethesda-md-735eca99.html https://www.setlist.fm/setlist/lindsay-lou/2024/the-music-center-at-strathmore-north-bethesda-md-7b5eca64.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGICF3dJDFJ04zWRyk6Bq65X	13
Albert Cummings LIVE @ Collective Encore (MD) 11/8/24	Selected tracks from a 2nd row table full set list at https://www.setlist.fm/setlist/albert-cummings/2024/the-collective-encore-columbia-md-235ebcf3.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKBKQzNYJqGCYaL5V4TJ9C9	6
Shemekia Copeland LIVE @ Rams Head On Stage (MD) 10/19/24	Select tracks from front row extreme left (into light) @shemekiacopeland464 full set list at https://www.setlist.fm/setlist/shemekia-copeland/2024/rams-head-on-stage-annapolis-md-3b503434.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL7HsVrGhfW41b3M5hPjRzX	8
Ana Popović LIVE @ Hamilton Live (DC) 10/16/24	Select tracks from a front table Full set list is at https://www.setlist.fm/setlist/ana-popovi/2024/the-hamilton-live-washington-dc-2b500482.html @CarlyHarveyMusic supporting	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL-lA1pN6EM6mo0nvqm4YCL	7
Jake Xerxes Fussell LIVE @ Songbyrd Music House (DC) 10/13/24	a few tracks from a few rows back full set list at https://www.setlist.fm/setlist/jake-xerxes-fussell/2024/songbyrd-music-house-washington-dc-63502e1b.html David Moore supporting	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLB0r3UiSx-6PQ6_skRE4dB	5
Vanessa Collier LIVE @ Hamilton Live (DC) 10/9/24	Selected tracks from a front table @VanessaCollier33 @SweetLedaVideo supporting. Full set list at https://www.setlist.fm/setlist/vanessa-collier/2024/the-hamilton-live-washington-dc-7b5096dc.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLUOdXZexCDUO1vE67aFAbK	10
Valerie June LIVE @ Publick Playhouse (MD) 10/5/24	selected tracks from the front row. Could use some help with a couple track titles! @valeriejune full set list at https://www.setlist.fm/setlist/valerie-june/2024/publick-playhouse-landover-md-5b50a358.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKDkeWVTzCEMe0xJv0cd9SQ	8
The Lone Bellow LIVE @ The Birchmere (10/4/24)	Select tracks from the pre-show meet and greet and the main set from a front table. @thelonebellow @taylorashtonmusic full set lists https://www.setlist.fm/setlist/the-lone-bellow/2024/the-birchmere-alexandria-va-3b50bc4c.html https://www.setlist.fm/setlist/taylor-ashton/2024/the-birchmere-alexandria-va-2350bc47.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJBpcSRwOfciHwhbssMAyAR	12
Soul Coughing @ 9:30 Club (DC) 9/28/24	Selected tracks from the back of the floor next to the mix table. We Said It Would Never Happen Tour Full set list: https://www.setlist.fm/setlist/soul-coughing/2024/930-club-washington-dc-1b5761fc.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKJath7-jUYRE2EuuNFRgU7	7
Suzanne Vega LIVE @ Birchmere 9/25/24	3 songs from VIP pre-show sound check and a lot of the main set from a front table @SuzanneVegaOfficial full set list is at https://www.setlist.fm/setlist/suzanne-vega/2024/the-birchmere-alexandria-va-33532419.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIgNjgQlo9xO44zF9N26kpc	19
Maryland Renaissance Festival Celtic Weekend 2024	Live music from various bands on various stages 9/22/24 The Rogues The Bards The Langers Ball Piper Jones The Freestylers of Piping	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJcQZO5RFCP06Me6E6aE40G	26
Marcus King LIVE @ Warner Theatre 9/19/24	select tracks from the balcony, first of two nights @realmarcusking Brittney Spencer supporting	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKYcbx20Js2RW2kdrs_db59	4
Selwyn Birchwood LIVE @ the Vault at Capital One Hall 9/18/24	select tracks from the front row @selwynbirchwoodyoutube @CarlyHarveyMusic full set lists https://www.setlist.fm/setlist/selwyn-birchwood/2024/capitol-one-hall-the-vault-tysons-corner-va-353f59b.html https://www.setlist.fm/setlist/carly-harvey/2024/capitol-one-hall-the-vault-tysons-corner-va-1b53f598.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL3rMKdh0de7S68Z2dP2YBu	10
Shawn James LIVE @ The Black Cat (DC) 9/12/24	Selected tracks from a couple rows behind the rail full set list https://www.setlist.fm/setlist/shawn-james/2024/the-black-cat-mainstage-washington-dc-3b53a010.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJyGnk6gREOypsrCxohHV0c	6
Vanessa Collier LIVE @ Rams Head (MD) 9/8/24	select tracks from a front table @VanessaCollier33 Full set list is at: https://www.setlist.fm/setlist/vanessa-collier/2024/rams-head-on-stage-annapolis-md-3524d03.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL_urhBlAaFymtZnIz9emb6	5
Kingsley Flood LIVE @ Pearl Street Warehouse (DC) 9/7/24	Selected tracks from the balcony. Beanstalk Library supporting @kingsleyflood @thebeanstalklibrary Full set list https://www.setlist.fm/setlist/kingsley-flood/2024/pearl-street-warehouse-washington-dc-5b525ffc.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJJApKUiWmOTWChNiQRkZtc	10
Walter Trout LIVE @ Rams Head (MD) 9/4/24	A few tracks from a front table @TheWalterTrout - Guitar and Vocals Micheal Leasure - Drums John Avila - Bass Richard T Bear - Keyboards @BrettSmithDaniels - Guitar full set list https://www.setlist.fm/setlist/walter-trout/2024/rams-head-on-stage-annapolis-md-13521d7d.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKfeAkck2WbpOlrNgDuG5dY	3
Republican speakers at the Democratic National Convention	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIWeDwe-Uvcmrly6wqHKnSS	2
Sue Foley LIVE @ Hamilton Live (DC) 8/23/24	Select tracks from a front table, including some acoustic solo Four videos were removed from this playlist due to a copyright strike claim from @SueFoleyOfficial - they were Pinky's Blues, New Used Car, Fool's Gold and a Bessie Smith cover - Send Me to the 'Lectric Chair Full set list: https://www.setlist.fm/setlist/sue-foley/2024/the-hamilton-live-washington-dc-b528dca.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKGNIaZgK0JUXFghD2lOzV-	5
Playing for Joe	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL8ztCEmG2Nb0aFjTCow-MB	8
Slash S.E.R.P.E.N.T. Festival LIVE Cary, NC 8/7/24	Selected tracks from the rain in row 4. Lineup 1. Robert Randolph & the Family Band @rrtfb (with special unbilled guest Eric Gales @EricGalesBand) 2. ZZ Ward @zzward 3. Larkin Poe @LarkinPoe 4. Slash's Blues Band @SlashOfficial (guitar) Teddy Andreadis (keyboards, vocals), Johnny Griparic (bass), Michael Jerome (drums), Tash Neal (guitar, vocals) Set lists https://www.setlist.fm/setlist/robert-randolph-and-the-family-band/2024/koka-booth-amphitheatre-cary-nc-b56e5da.html https://www.setlist.fm/setlist/zz-ward/2024/koka-booth-amphitheatre-cary-nc-7b55e268.html https://www.setlist.fm/setlist/larkin-poe/2024/koka-booth-amphitheatre-cary-nc-5b55e38c.html https://www.setlist.fm/setlist/slash/2024/koka-booth-amphitheatre-cary-nc-23a92c9f.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGITFWPmAMpvg29Ddt0eOJ8Z	18
Pretenders LIVE @ Warner Theatre (DC) 07/20/2024	first night of 2. Selected tracks from the balcony, before the ushers got militant on Chrissie Hynde's behalf Full set list https://www.setlist.fm/setlist/pretenders/2024/warner-theatre-washington-dc-7b542eb4.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLhKMKlX67yv-vqCePMfK67	7
Tab Benoit & Anders Osborne with Mike Zito LIVE @ Birchmere 7/18/24	Selected tracks from the front row. Full set lists https://www.setlist.fm/setlist/tab-benoit-and-anders-osborne/2024/the-birchmere-alexandria-va-43541f3b.html https://www.setlist.fm/setlist/mike-zito/2024/the-birchmere-alexandria-va-3543ddf.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLQ0rQ4vl_o2MwmwbkY9ZGS	8
Los Lobos LIVE @ Birchmere 7/10/24	select tracks from the front table in front of Cesar Rosas full set list https://www.setlist.fm/setlist/los-lobos/2024/the-birchmere-alexandria-va-3babd068.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLGGkKEPx2ZMpqb7clYETJ4	7
Alannis Morissette and Joan Jett LIVE @ Merriweather Post (MD) 06/29/24	selected tracks from stage left pavilion supported by @morganwade set lists https://www.setlist.fm/setlist/alanis-morissette/2024/merriweather-post-pavilion-columbia-md-1ba94d2c.html https://www.setlist.fm/setlist/joan-jett-and-the-blackhearts/2024/merriweather-post-pavilion-columbia-md-ba94d2e.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIL7RFtTk_mv4CdOcgXfcXK	14
Mikaela Davis LIVE @ Pearl Street Warehouse 06/25/24	Select tracks from the balcony Rich Ruth supporting	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLqwgMrIFdIeFpLjgkwVFdj	8
Kingfish Ingram LIVE @ Fillmore Siliver Spring (MD) 06/27/24	Select tracks from the rail @callmekingfish @mathaislattin supporting	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLSwIQC01VwRxLlxqUnZBWz	13
Buffalo Nichols LIVE @ Jammin' Java (VA) 06/21/24	From a table. Small crowd included two dudes with a talent for standing directly between the camera and the performers. Spencer Tate @spentatemusic on mandolin, violin	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJwOsdmmjRcGoEYN1sV3c5A	14
Trombone Shorty LIVE @ Wolf Trap 6/15/24	from the pavilion side aisle, with Danielle Ponder supporting Set list https://www.setlist.fm/setlist/trombone-shorty-and-orleans-avenue/2024/filene-center-at-wolf-trap-vienna-va-5357a3b9.html @TromboneShorty @DaniellePonderMusic	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLRcJ_b6KjSHQoN2MXgWR6m	10
PIXIES + Modest Mouse + Cat Power LIVE @ Merriweather Post (MD) 6/14/24	A handful of obstructed view tracks from the lawn. It rained. Full headliner set list https://www.setlist.fm/setlist/pixies/2024/merriweather-post-pavilion-columbia-md-53ab3f19.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIa_flRON67W-_MVRCRtOeI	5
John Hiatt LIVE @ Birchmere 6/10/24	From a front table Set list https://www.setlist.fm/setlist/john-hiatt/2024/the-birchmere-alexandria-va-3a82537.html @rebeccaportermusic in support	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGISANJyMAJ1gCg8p5oOmiVM	18
Gary Clark Jr. LIVE @ Wolf Trap (VA) 6/9/24	From the balcony of the Filene Center Set List: https://www.setlist.fm/setlist/gary-clark-jr/2024/filene-center-at-wolf-trap-vienna-va-33ab0035.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKgXKH8T7GjfJJu0GmHrxb2	8
Jackie Venson LIVE @ Color Burst Park (MD) 6/6/24	Live from the lawn - a few dancers in front of me on a couple of tracks	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJnT3CCr-E4JMjgbYldszpN	13
Sonny Landreth & The Iguanas LIVE @ Hamilton Live (DC) 5/16/24	Selected tracks from a front table Louisiana Calling tour kickoff Set List https://www.setlist.fm/setlist/sonny-landreth/2024/the-hamilton-live-washington-dc-13a9614d.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJlmjVUQxN4GKBngP4katI3	14
Oh He Dead & The North Country LIVE @ 9:30 Club 5/15/24	select tracks from stage right balcony triple bill included Wild Child set list https://www.setlist.fm/setlist/oh-he-dead/2024/930-club-washington-dc-23a90803.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLHAeFlPXKijx2VHSF1TeDy	7
Joanne Shaw Taylor LIVE @ Maryland Theatre (MD) 4/26/24	Selected tracks from stage right orchestra box Full set list is at https://www.setlist.fm/setlist/joanne-shaw-taylor/2024/maryland-theatre-hagerstown-md-53a87761.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLdfcbKWoSJvtjjp2oe9VlD	8
Vanessa Collier LIVE @ Collective Encore (MD) 4/19/24	Almost the full set, from a 3rd row table. @VanessaCollier33 Set list is https://www.setlist.fm/setlist/vanessa-collier/2024/the-collective-encore-columbia-md-13a8e909.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLrF2n1H6TcKZBHpmBGM-WS	9
JJ Grey & Mofro LIVE @ Fillmore Silver Spring (MD) 4/13/24	Select tracks from the rail @JJGreyMusic The loud woman on the rail next to me had an intense and slightly drunken crush on JJ Full set list here: https://www.setlist.fm/setlist/jj-grey-and-mofro/2024/the-fillmore-silver-spring-silver-spring-md-4ba8af82.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJLdAoc6LBtfOH4gjwK-4l9	7
Judith Hill LIVE @ Fillmore Silver Spring 4/13/24	Selected tracks from the rail Opening in support of JJ Grey & Mofro Set list is at https://www.setlist.fm/setlist/judith-hill/2024/the-fillmore-silver-spring-silver-spring-md-43a8af87.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJwry23WeMLXFu7YQGlpZ4X	3
Danielle Nicole LIVE @ Hamilton Live 4/12/24	Select tracks from a front table for @DanielleNicoleBand Mallow Hill opening @mallowhillmusic (external mic test run) Set list is at https://www.setlist.fm/setlist/danielle-nicole/2024/the-hamilton-live-washington-dc-73a8aa89.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKgj5HWpltrn_C4Bgtfs68V	10
Shovels & Rope LIVE @ Rams Head (MD) 4/10/24	Selected tracks from just in front of the mix Lotta people transiting in front of me Al Olender opening @AlOlender @shovelsandrope printed set list was: https://www.setlist.fm/setlist/shovels-and-rope/2024/rams-head-on-stage-annapolis-md-3a8bd97.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIFGFSF-fLwVbEHvIR9g-pK	9
New York's Finest (Police tribute) LIVE @ Collective Encore (MD) 3/30/24	Selected tracks from a front table. Grabbed mostly deep cuts, but they did all the hits and a couple of Sting solo tracks as well. Cha! full set list https://www.setlist.fm/setlist/new-yorks-finest/2024/the-collective-encore-columbia-md-6bab2a96.html @finestpolicetributeband6673 are: Mark Rinzel, bass & lead vocal Oscar Bautista, guitar & vocals Alan Camlet. drums & vocals https://finestpolicetribute.com/ https://www.youtube.com/@finestpolicetributeband6673	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKV8dmIhHhH3LRq66gSB9CT	8
Jon Batiste LIVE @ Warner Theatre (DC) 3/21/24	selected tracks from 5th row center. Special unbilled appearance by Trombone Shorty!	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJuLiT_KdGO02wIRGYMWAHv	10
Rhiannon Giddens LIVE @ Music Center at Strathmore (MD) 3/18/24	Charly Henry opened. Selected tracks from halfway back Orchestra. Full set list at https://www.setlist.fm/setlist/rhiannon-giddens/2024/the-music-center-at-strathmore-north-bethesda-md-33aa1425.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIXXPiJ7EZzNXDfS4lMfgqx	5
Enter the Haggis LIVE @ Hamilton Live (DC) 3/9/24	Selected tracks from a front table. Trevor Lewington was absent, so the set list was not as planned. Full set list at https://www.setlist.fm/setlist/enter-the-haggis/2024/the-hamilton-live-washington-dc-2baaf002.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGI_QSHgfR5JfwJeRyIDl6IW	8
Trombone Shorty & Orleans Avenue LIVE @ Hollywood Casino (WV) 3/2/24	Selected tracks from 6th row center Full set list at https://www.setlist.fm/setlist/troy-trombone-shorty-andrews-and-orleans-avenue/2024/the-event-center-at-hollywood-casino-ranson-wv-1bad49ac.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGI-rUROrCAFQXyv12XRnypG	7
Selwyn Birchwood LIVE @ Collective Encore 2/25/24	Selected tracks from a front table. Full set list at https://www.setlist.fm/setlist/selwyn-birchwood/2024/the-collective-encore-columbia-md-6bad0afa.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJVT2D2wyr7quX0dlVx6FPB	7
Joe Bonamassa LIVE @ MGM National Harbor 2/24/24	selected tracks from the front row stage right full set list https://www.setlist.fm/setlist/joe-bonamassa/2024/the-theater-at-mgm-national-harbor-national-harbor-md-1bad39a8.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK4BVPC2dM64vnOaegW09jL	4
Brittany Howard LIVE @ 9:30 Club (DC) 2/21/24	Selected tracks from the stage left balcony Full set list https://www.setlist.fm/setlist/brittany-howard/2024/930-club-washington-dc-73addae1.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJmG4xyZZvbCuIshBz0YDOW	6
Eric Gales LIVE @ Hamilton Live (DC) 2/20/24	Selected tracks from the front row With Artur Menezes supporting full set list https://www.setlist.fm/setlist/eric-gales/2024/the-hamilton-live-washington-dc-2bade40a.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJdK5OxTfFL4GWBWDqq4rxz	6
Stevie Nicks LIVE @ Baltimore (CFG Bank Arena 2/17/24)	Selected tracks, mid-floor left center aisle Full set list: https://www.setlist.fm/setlist/stevie-nicks/2024/cfg-bank-arena-baltimore-md-4bad8b46.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJcFE5sqT_9vcUWZalieoP9	9
Jessie's Girl (80's covers) LIVE @ Fillmore Silver Spring 1/13/24	selected tracks from the rail & balcony full setlist: https://www.setlist.fm/setlist/jessies-girl/2024/the-fillmore-silver-spring-silver-spring-md-3baf4454.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK9hWQ61XCZsAylAeeS16Jb	9
kate davis all	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKdP54a5ZMSwnA-spCWTBMS	29
Sadurn LIVE with Brassie & Glom @ The Atlantis DC 12/15/23	Selected tracks from my first visit to the Atlantis, from the center right balcony. Deep Dive Live - sets by Brassie, Glom, and Sadurn had a very singalong neighbor for Sadurn	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGL_NJe6hrWQkT33KqZJ_XnO	8
Tab Benoit LIVE @ Birchmere 12/4/23	selected tracks from stage right near the front	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLoWqqwTUY1njk0tT8qlJ-j	5
Allison Russell LIVE @ Birchmere 12/11/23	Select tracks from the last 2023 show of the Returner Tour	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLNql2ZrYj2Xoyy8rSosOX6	3
Allman Betts Band LIVE @ Capital One Hall 12/5/23	Select tracks from 3rd row stage left, lots of heads and arms in the way	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKHr_xJc757cjDVZFPzcd3w	6
Samantha Fish LIVE @ Fillmore Siliver Spring 12/3/23	With Jesse Dayton. Selected Songs from the stage left balcony Death Wish Blues tour	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJm7BrRMqolPm0GAU4mLIdg	9
The Lone Bellow @ The Barns at Wolf Trap 11/26/23	Selected tracks from the rail in front of Kanene Four songs and some Q+A from the pre-show meet & greet. Set List: https://www.setlist.fm/setlist/the-lone-bellow/2023/the-barns-at-wolf-trap-vienna-va-53aea3e5.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKRyNDy8v0VqJXIn3HkT39K	10
Liz Phair LIVE @ The Anthem (DC) 11/25/23	selected tracks from the upper balcony. Guyville Tour 2023 Set List: https://www.setlist.fm/setlist/liz-phair/2023/the-anthem-washington-dc-13a14d89.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK7QBK-sXIc5g_ZJnCJecir	10
Shakey Graves + Sadurn LIVE @ 9:30 Club (DC) 11/13/23	selected tracks from the stage right balcony set list: https://www.setlist.fm/setlist/shakey-graves/2023/930-club-washington-dc-23a1300b.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKQbCrQ9b6_bJryFlPAAeKC	9
Albert Cummings LIVE @ Jammin' Java 10/26/23	Selected tracks from stage left seat 2. Set List: https://www.setlist.fm/setlist/albert-cummings/2023/jammin-java-vienna-va-63a002db.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIzU19hwvIT5Q2mCuVHurP_	4
Vanessa Collier LIVE @ Strathmore AMP 10/8/23	@VanessaCollier33 selected tracks from a front table. Next time I think I need to sit in front of Laura Chavez !!! Set list https://www.setlist.fm/setlist/vanessa-collier/2023/amp-by-strathmore-north-bethesda-md-ba36132.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKQlkdygFKav6V1ZV8eBJtG	8
Queen Latifah and friends LIVE @ Capital One Arena 10/22/23	Ok, yes. LL Cool J headlined. These are mostly from Queen Latifah's set though. From club level stage left. Set list: https://www.setlist.fm/setlist/queen-latifah/2023/capital-one-arena-washington-dc-33a098f5.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLBwSoqOc_FFDfCSQYpKfUq	7
Secret Sisters LIVE @ The Birchmere(VA) 10/22/23	selected tracks from a front table. supported by Amy Stroup Set List https://www.setlist.fm/setlist/the-secret-sisters/2023/the-birchmere-alexandria-va-5ba0c360.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIK1oDr0TNnX6SP7p7uw01q	7
Līve LIVE @ Lincoln Theater (DC) 10/18/23	Selected tracks from the balcony. Some cross traffic/focus. Set list https://www.setlist.fm/setlist/lve/2023/lincoln-theatre-washington-dc-7ba0fe80.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIsX-lL-_Rf_C5goarTdqM5	8
Daniel Donato's Cosmic Country LIVE @ Pearl Street Warehouse (DC) 10/13/23	Selected tracks from the rail. Set List: https://www.setlist.fm/setlist/daniel-donato/2023/pearl-street-warehouse-washington-dc-3a09d63.html Full show: https://www.youtube.com/live/BfrxVbKskRc?si=j4g1Zd7sXbkIKiCE	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGILAv53HPzLkFWGn2I7eKIN	6
Wooten Brothers & Rebirth Brass Band LIVE @ Fillmore Silver Spring 10/5/23	Selections from above the stage behind the band	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJ1OZ7VePb6uyiVxN_qHmL3	5
Kenny Wayne Shepherd LIVE @ Capital One Hall 10/06/23	selections from the 2nd row center balcony, some shake and sound issues. Full set list https://www.setlist.fm/setlist/kenny-wayne-shepherd/2023/capital-one-hall-tysons-corner-va-7ba326e8.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKxppGZyUZqpFzipYNLus9t	7
Misc Larkin Poe & Lovell Sisters	Add description	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIN22oxdIKnZIzbKQMzwz--	56
Rhiannon Giddens + Adia Victoria LIVE @ Clarice Smith Performing Arts Center 9/27/23	Selected tracks from the side box, trying to be subtle, sorry for all the shiftiness Rhiannon Giddens band Jason Sypher - bass Francesco Turrisi - various Dirk Powell - various Niwel Tsumbu - guitar Attis Clopton - drums Adia Victoria accompanied by Mason Hickman - various	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIc1ntqg0LoA3Nwitvt7bXA	13
Songs for Hope 2023 - Kennedy Center	Surgeon General Awards Ceremony and concert 9/18/2023. Digital Program at https://www.kennedy-center.org/whats-on/arts-wellbeing/songs-for-hope/program	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKQ1LJ4aFfP8nO8WUNM3QZf	11
Crossroads 2023	I wasn't there, but I watched about 75% of the mainstage show via livestream. So much good music!	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJE3MIbaq5bkylv8dHGrzs_	19
Kingsley Flood + Glenn Yoder & the Western States @ Pearl Street Warehouse 9/9/23	a couple from the back tables on the floor, a couple from balcony	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJQaL8ICKbDYuXfLZY6WuG8	5
Sonny Landreth LIVE @ Hamilton Live 9/15/23	Selected tracks from the front row. Peter Case supporting	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJNcwLlAEHkWF6SUBGBrVNt	9
Beck LIVE Summer Odyssey Tour closing performance 9/10/23	selected tracks from Row B stage left behind the pit at Merriweather Post Pavilion, Columbia MD Bonus track from Sir Chloe and bonus track from Phoenix	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJLJigRBb2WtkHemF8jq3Ji	10
ZZ Ward LIVE @ 9:30 Club 9/8/23	selections from the rail on album drop day for Dirty Shine full set list: https://www.setlist.fm/setlist/zz-ward/2023/930-club-washington-dc-ba2ddd2.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK5fEehbuiAlkjhxw6nuO_A	13
Robert Cray Band LIVE @ Birchmere 8/27/23	Selected tracks from the cond row, low shooting Set List: https://www.setlist.fm/setlist/the-robert-cray-band/2023/the-birchmere-alexandria-va-73a55289.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJC-bn8qCCnvVx6Zots9-Z3	9
Steve Earle Alone & Acoustic LIVE @ Birchmere (VA) 8/23/23	Selections from the set and one from opener Danny Burns David Simon (The Wire, Tremé) was in the audience at the table to my right Set List: https://www.setlist.fm/setlist/steve-earle/2023/the-birchmere-alexandria-va-ba52966.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGK5WAFCHnB0Ol69_eU0RRWh	9
Jimmie Vaughan LIVE @ State Theatre Falls Church (VA) 08/18/23	a few highlights. Dude is 72 and still doing a helluva show set list: https://www.setlist.fm/setlist/jimmie-vaughan/2023/the-state-theatre-falls-church-va-1ba5d150.html	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIWqX-7z-6qKXi1trysBQqV	3
